,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote,Population
13866,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Pennsylvania,Female,45-54 years,0.0,226.0,15.0,0.0,0.0,16.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783397.0
13868,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Pennsylvania,Female,55-64 years,33.0,533.0,30.0,13.0,0.0,50.0,,12783397.0
13869,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Pennsylvania,Female,65-74 years,54.0,906.0,55.0,12.0,0.0,97.0,,12783397.0
13870,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Pennsylvania,Female,75-84 years,97.0,1256.0,59.0,24.0,0.0,133.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783397.0
13871,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Pennsylvania,Female,85 years and over,220.0,2304.0,116.0,38.0,0.0,298.0,,12783397.0
13890,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,Under 1 year,0.0,35.0,0.0,0.0,0.0,0.0,,12783254.0
13892,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,1-4 years,0.0,10.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13893,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13894,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,15-24 years,0.0,100.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13896,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,25-34 years,0.0,201.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13898,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,35-44 years,0.0,251.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13900,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,45-54 years,11.0,400.0,0.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13902,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,55-64 years,25.0,879.0,35.0,13.0,0.0,47.0,,12783254.0
13903,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,65-74 years,42.0,1190.0,66.0,17.0,0.0,91.0,,12783254.0
13904,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,75-84 years,77.0,1378.0,116.0,30.0,0.0,163.0,,12783254.0
13905,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Male,85 years and over,65.0,1349.0,95.0,26.0,0.0,134.0,,12783254.0
13907,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,Under 1 year,0.0,30.0,0.0,0.0,0.0,0.0,,12783254.0
13909,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13910,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13911,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,15-24 years,0.0,25.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13913,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,25-34 years,0.0,90.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13915,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,35-44 years,0.0,120.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13917,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,45-54 years,0.0,245.0,10.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13919,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,55-64 years,16.0,542.0,24.0,0.0,0.0,31.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12783254.0
13920,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,65-74 years,36.0,902.0,55.0,14.0,0.0,77.0,,12783254.0
13921,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,75-84 years,69.0,1365.0,59.0,12.0,0.0,116.0,,12783254.0
13922,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Pennsylvania,Female,85 years and over,139.0,2393.0,108.0,27.0,0.0,220.0,,12783254.0
13941,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13943,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13944,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057327.0
13945,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13947,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,25-34 years,0.0,10.0,0.0,0.0,0.0,0.0,,1057327.0
13949,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,35-44 years,0.0,12.0,0.0,0.0,0.0,0.0,,1057327.0
13951,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,45-54 years,0.0,33.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13953,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,55-64 years,0.0,54.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13954,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,65-74 years,0.0,74.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13955,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,75-84 years,0.0,113.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13956,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Male,85 years and over,0.0,151.0,12.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13958,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13960,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057327.0
13961,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13962,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057327.0
13964,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13966,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,35-44 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13968,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,45-54 years,0.0,14.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13970,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,55-64 years,0.0,36.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13971,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,65-74 years,0.0,60.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13972,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,75-84 years,0.0,110.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13973,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Rhode Island,Female,85 years and over,0.0,232.0,12.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057327.0
13992,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
13994,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057258.0
13995,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
13996,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
13998,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14000,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,35-44 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14002,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,45-54 years,0.0,31.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14004,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,55-64 years,0.0,64.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14005,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,65-74 years,0.0,75.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14006,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,75-84 years,0.0,112.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14007,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Male,85 years and over,0.0,137.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14009,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14011,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057258.0
14012,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14013,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057258.0
14015,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14017,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,35-44 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14019,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,45-54 years,0.0,13.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14021,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,55-64 years,0.0,41.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14022,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,65-74 years,0.0,58.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14023,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,75-84 years,0.0,111.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14024,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Rhode Island,Female,85 years and over,0.0,221.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057258.0
14043,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14045,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057206.0
14046,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057206.0
14047,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14049,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14051,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,35-44 years,0.0,13.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14053,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,45-54 years,0.0,29.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14055,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,55-64 years,0.0,72.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14056,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,65-74 years,0.0,93.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14057,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,75-84 years,0.0,97.0,13.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14058,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Male,85 years and over,0.0,137.0,10.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14060,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14062,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057206.0
14063,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057206.0
14064,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14066,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14068,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,35-44 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14070,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,45-54 years,0.0,18.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14072,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,55-64 years,0.0,42.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14073,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,65-74 years,0.0,70.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14074,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,75-84 years,0.0,127.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14075,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Rhode Island,Female,85 years and over,0.0,231.0,14.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057206.0
14094,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14096,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14097,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14098,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14100,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14102,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,35-44 years,0.0,15.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14104,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,45-54 years,0.0,32.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14106,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,55-64 years,22.0,83.0,0.0,0.0,0.0,25.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14107,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,65-74 years,43.0,122.0,20.0,18.0,0.0,45.0,,1057169.0
14108,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,75-84 years,43.0,142.0,25.0,15.0,0.0,54.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14109,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Male,85 years and over,53.0,168.0,30.0,19.0,0.0,65.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14111,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14113,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057169.0
14114,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,1057169.0
14115,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14117,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14119,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,35-44 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14121,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,45-54 years,0.0,20.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14123,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,55-64 years,10.0,47.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14124,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,65-74 years,26.0,87.0,17.0,13.0,0.0,32.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057169.0
14125,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,75-84 years,47.0,137.0,24.0,18.0,0.0,53.0,,1057169.0
14126,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Rhode Island,Female,85 years and over,99.0,307.0,48.0,37.0,0.0,110.0,,1057169.0
14145,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Rhode Island,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057144.0
14147,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057144.0
14148,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Rhode Island,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057144.0
14149,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Rhode Island,Male,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057144.0
14151,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Rhode Island,Male,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057144.0
14153,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Rhode Island,Male,35-44 years,0.0,20.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1057144.0
